frame,Left Arm,Right Arm,Left Leg,Right Leg,Left Shoulder,Right Shoulder,Chest L,Chest R
25,88.54144348456748,35.44026506501792,66.31160575183766,170.4251137743875,81.53741975750215,47.10979355133647,23.25140329942593,23.121902632317187
26,106.58454619360906,34.49047395059609,64.40065536248218,169.16810484695938,101.04243863881102,46.20967617316649,23.38671851312461,23.174195814576244
27,114.4147696329514,35.29963425691781,61.105220057545246,168.54606845240787,109.89342330302728,46.9925520303273,23.405318411741423,23.03437065388925
28,114.34166664968193,33.81762432080013,62.547777124814665,172.43318151964195,112.0095850012933,45.03243014519427,23.642261874613585,22.84413445154743
29,112.56122330542767,33.89802129330753,62.39356957217141,171.70349361333462,110.557419184083,43.44920691494969,23.65964393310313,22.67586248988289
30,115.31094695282545,36.01726568669502,62.04980211047727,171.3224409098829,113.00937980437654,44.98220806389784,23.76645855063624,22.608939048439737
31,115.2269573036274,38.23746054227964,59.561241541801465,171.04908528098198,114.09898446015012,46.962378749958766,23.821896373485064,22.611651405299952
32,110.63772674187553,39.63959455378126,61.17834403411323,172.27511308760438,110.8650073866822,49.18631708923914,23.687621603589676,22.351964647194965
33,109.39210548572493,40.74706066673491,61.45888959239631,171.6781819149602,112.45103482062838,51.057039507856935,24.2165908729325,22.754098463428612
34,105.97274991927118,39.56824616954898,62.08942171118918,169.32801579804874,111.36388563801924,51.48680346099416,24.124297623908557,22.758161666938538
35,94.35534061201612,38.8140711870298,61.489251922539765,175.2302104938778,102.01359352014788,52.46483719594637,23.95979605764387,22.77323281734705
36,68.8723094964896,37.790183214657645,60.443189745979005,160.27794737488546,76.5628033924928,53.06337386915109,23.809792345791173,22.77214828284678
37,49.977050994133776,38.98631963414074,58.1938201853545,162.29394649006514,58.5870128169609,60.38690769998843,23.6472318923612,22.72384432726087
38,36.318080263504974,36.17355956474594,56.07049001418828,164.9790397692759,44.15320591852427,61.6824007695494,22.42961987385616,21.96703881680141
39,31.2830626852983,41.85580065384351,54.93957613904519,162.74727000709123,37.413054136221525,74.4567906456968,20.68669444475152,21.09251015020352
40,32.228341336947,48.78439647168708,51.83356523804317,162.42580865811368,35.32903267258747,71.47150876446734,16.26219096031293,17.817972114218563
41,31.571113150373552,13.393882772841586,46.885647962390856,162.4116899267065,30.097979246174845,25.975911121373034,10.599876493191438,12.300368596602166
42,32.30783796728853,4.096049015861241,50.26653463370638,177.79380556366976,23.20999410487008,20.648280791010936,8.040342670252427,10.568017362914018
43,36.01823341638019,51.24513484214808,49.06376785575826,174.11223308515017,14.620971015219524,1.8406238747261428,6.393813918567905,8.781991068011482
44,46.8013404554275,38.82026325002405,49.83917844455949,168.42596215046956,7.266853855708421,19.414265442635244,4.869556940607921,7.711549396262906
45,57.754483419780726,168.53357269600193,55.74610890241844,174.57226484172247,4.854759193244792,170.0562850327305,5.249719694004369,9.67127041066929
46,101.28094723513452,150.23601371224743,61.70220340356404,177.84668998287057,5.3471360806924615,147.061756107288,0.7266500101789304,3.651221819501177
47,123.5511563506432,163.0521502533298,75.34709272136901,176.6909603625222,5.107771918717709,137.59092634803267,1.775539129417686,0.1141045908163917
48,137.24705695376844,179.54270919590587,80.5965979091361,164.38269945271222,2.1568114384105344,137.82065932263347,6.281803815498395,7.84331044114189
49,156.9237532703787,175.40471709409667,70.77792232336962,153.52731614049648,3.238838892825444,130.15570064485013,7.846835207275143,10.548197204295732
50,163.2232832196615,159.1157385578814,60.53534605863706,69.94948615726794,4.958184655832561,115.1680317296359,8.240825877013815,13.137892773130783
51,173.26226594935704,162.0877236576808,56.61733319295416,53.29882709273203,3.7427475439005753,110.68258454997049,7.262891452210538,12.329088167608385
52,176.00783248443315,167.31971710801056,55.51903790199085,82.30119803706748,3.271380892978468,111.56434992728828,7.913897620930776,13.421811755152303
53,178.4899966151332,167.72342559238484,52.18813648294495,89.29069591462202,3.681691855068701,108.927611176636,6.630248775789696,11.281350279833775
54,169.09138443023488,169.16521622549345,52.1820444864554,119.06179011654146,4.097765945828051,111.01869203502628,5.717753043635372,7.250732692535178
55,179.09391162975066,169.5102120092669,51.4577939064281,59.058346167153736,5.212444340123421,109.93176934716584,5.721208839100591,7.67007684404789
56,179.66135124264147,172.5286100939155,57.28547999145837,110.77909226324353,7.073716910058659,110.76942705360172,5.561702648351774,7.617461138447359
